"","Country","Area","Waterbody.Type","Date","Ammonia..mg.l.","Biochemical.Oxygen.Demand..mg.l.","Dissolved.Oxygen..mg.l.","Orthophosphate..mg.l.","pH..ph.units.","Temperature..cel.","Nitrogen..mg.l.","Nitrate..mg.l.","CCME_Values","CCME_WQI"
"6506","Ireland","Corrib, Corrib Upper","Lake",2007-02-22,0.038,1.4,4.9725,0.025,7.8,11.15,1.422,1.3,100,"Excellent"
"6507","Ireland","Corrib, Corrib Upper","Lake",2013-02-22,0.038,1.4,11.6841033830144,0.025,8.275,17.6,1.422,1.3,100,"Excellent"
"6508","Ireland","Corrib, Corrib Upper","Lake",2007-02-22,0.038,1.4,4.5837,0.025,8.17,13.91,1.422,1.3,100,"Excellent"
"6509","Ireland","Corrib, Corrib Upper","Lake",2008-02-22,0.038,1.4,11.6841033830144,0.025,8.04,15.84444444,0.55,1.3,100,"Excellent"
"6510","Ireland","Corrib, Corrib Upper","Lake",2012-02-23,0.038,1.4,5.1046875,0.025,8.0625,5.6375,0.433333333,1.3,100,"Excellent"
"6511","Ireland","Corrib, Corrib Upper","Lake",2014-02-23,0.02,1.4,11.6841033830144,0.025,8.2625,11.375,0.3575,1.3,100,"Excellent"
"6512","Ireland","Corrib, Corrib Upper","Lake",2015-02-23,0.038,1.4,11.6841033830144,0.025,8.25,14.5375,0.42375,1.3,100,"Excellent"
"6513","Ireland","Corrib, Corrib Upper","Lake",2014-02-23,0.038,1.4,11.6841033830144,0.025,8.3625,19.3375,0.251428571,1.3,100,"Excellent"
"6514","Ireland","Corrib, Corrib Upper","Lake",2007-02-23,0.0322,1.4,11.6841033830144,0.025,8.2,17.61,0.316,1.3,100,"Excellent"
"6515","Ireland","Corrib, Corrib Upper","Lake",2021-02-23,0.02,1.4,5.1193125,0.025,8.3625,17.8,0.21,0.21,100,"Excellent"
"6516","Ireland","Corrib, Corrib Upper","Lake",2009-02-23,0.09,1.4,5.1922500003,0.025,7.916666667,14.575,0.6,1.3,100,"Excellent"
"6517","Ireland","Corrib, Corrib Upper","Lake",2007-02-23,0.04,1.4,11.6841033830144,0.025,8.3,12.5,0.5,1.3,100,"Excellent"
"6518","Ireland","Corrib, Corrib Upper","Lake",2013-02-23,0.038,1.4,4.721625,0.025,8.2875,13.3625,1.422,1.3,100,"Excellent"
"6519","Ireland","Corrib, Corrib Upper","Lake",2018-02-24,0.038,1.4,4.7953125,0.025,8.1625,6.575,0.385714286,0.385714286,100,"Excellent"
"6520","Ireland","Corrib, Corrib Upper","Lake",2021-02-24,0.023,1.4,11.6841033830144,0.025,8.3,15.8625,0.241666667,0.24,100,"Excellent"
"6521","Ireland","Corrib, Corrib Upper","Lake",2007-02-24,0.038,1.4,4.9725,0.025,8.1,11.15,1.422,1.3,100,"Excellent"
"6522","Ireland","Corrib, Corrib Upper","Lake",2007-02-24,0.038,1.4,4.9725,0.025,7.8,11.15,1.422,1.3,100,"Excellent"
"6523","Ireland","Corrib, Corrib Upper","Lake",2009-02-24,0.038,1.4,11.6841033830144,0.025,8.233333333,15.6,1.422,1.3,100,"Excellent"
"6524","Ireland","Corrib, Corrib Upper","Lake",2020-02-24,0.038,1.4,4.8144375,0.025,8.225,17.6,0.41,0.406666667,100,"Excellent"
"6525","Ireland","Corrib, Corrib Upper","Lake",2019-02-25,0.038,1.4,11.6841033830144,0.025,8.1875,8.9625,0.40875,0.40625,100,"Excellent"
"6526","Ireland","Corrib, Corrib Upper","Lake",2020-02-25,0.0255,1.4,4.83075,0.025,8.3375,17.475,0.238,0.236,100,"Excellent"
"6527","Ireland","Corrib, Corrib Upper","Lake",2009-02-25,0.038,1.4,5.0328,0.025,8.14,16.05,1.422,1.3,100,"Excellent"
"6528","Ireland","Corrib, Corrib Upper","Lake",2015-02-25,0.038,1.4,11.6841033830144,0.025,8.1375,15.8,0.267142857,1.3,100,"Excellent"
"6529","Ireland","Corrib, Corrib Upper","Lake",2019-02-25,0.038,1.4,5.36175,0.025,8.25,7.4375,0.278571429,0.277142857,100,"Excellent"
"6530","Ireland","Corrib, Corrib Upper","Lake",2020-02-26,0.038,1.4,5.4624375,0.025,8.1625,8.8625,0.286666667,0.286666667,100,"Excellent"
"6531","Ireland","Corrib, Corrib Upper","Lake",2012-02-26,0.03,1.4,11.6841033830144,0.025,8.275,12.925,1.422,1.3,100,"Excellent"
"6532","Ireland","Corrib, Corrib Upper","Lake",2021-02-26,0.038857143,1.4,11.6841033830144,0.025,8.0875,13.4375,0.21375,0.212857143,100,"Excellent"
"6533","Ireland","Corrib, Corrib Upper","Lake",2018-02-26,0.19325,1.4,11.6841033830144,0.025,8.1375,8,0.306666667,0.303333333,100,"Excellent"
"6534","Ireland","Corrib, Corrib Upper","Lake",2017-02-27,0.038,1.4,5.0360625,0.01,8.1375,7.1875,0.3225,0.3225,100,"Excellent"
"6535","Ireland","Corrib, Corrib Upper","Lake",2019-02-27,0.021,1.4,4.9905,0.012,8.225,13.8125,0.33125,0.33125,100,"Excellent"
"6536","Ireland","Corrib, Corrib Upper","Lake",2007-02-27,0.038,1.4,11.6841033830144,0.025,8.35,11.15,0.4,1.3,100,"Excellent"
"6537","Ireland","Corrib, Corrib Upper","Lake",2013-02-27,0.0375,1.4,11.6841033830144,0.025,8.1625,15.8375,1.422,1.3,100,"Excellent"
"6538","Ireland","Corrib, Corrib Upper","Lake",2021-02-27,0.038,1.4,11.6841033830144,0.025,8.4625,21.125,1.422,1.3,100,"Excellent"
"6539","Ireland","Corrib, Corrib Upper","Lake",2011-02-27,0.038,1.4,11.6841033830144,0.025,8.25,14.0875,1.422,1.3,100,"Excellent"
"6540","Ireland","Corrib, Corrib Upper","Lake",2011-02-27,0.038,1.4,4.7953125,0.025,8.15,11.7,0.4,1.3,100,"Excellent"
"6541","Ireland","Corrib, Corrib Upper","Lake",2014-02-27,0.038,1.4,4.8076875,0.025,8.1125,8.575,0.268333333,1.3,100,"Excellent"
"6542","Ireland","Corrib, Corrib Upper","Lake",2016-02-29,0.038,1.4,4.8989999997,0.025,8.25,17.33333333,0.21,0.206666667,100,"Excellent"
"6543","Ireland","Corrib, Corrib Upper","Lake",2007-02-03,0.038,1.4,4.9058181819,0.025,8.045454545,9.354545455,0.45,1.3,100,"Excellent"
"6544","Ireland","Corrib, Corrib Upper","Lake",2007-02-10,0.038,1.4,4.941,0.025,8.2,7.7,1.422,1.3,100,"Excellent"
"6545","Ireland","Corrib, Corrib Upper","Lake",2007-02-11,0.038,1.4,11.6841033830144,0.025,8.2,18.16666667,0.7,1.3,100,"Excellent"
"6546","Ireland","Corrib, Corrib Upper","Lake",2007-02-12,0.038,1.4,4.92705,0.025,8.16,17.83,1.422,1.3,100,"Excellent"
"6547","Ireland","Corrib, Corrib Upper","Lake",2008-02-02,0.038,1.4,11.6841033830144,0.025,8.191666667,16.65833333,1.422,1.3,100,"Excellent"
"6548","Ireland","Corrib, Corrib Upper","Lake",2008-02-02,0.064,1.4,11.6841033830144,0.025,8.2,7.3,0.34,1.3,100,"Excellent"
"6549","Ireland","Corrib, Corrib Upper","Lake",2008-02-03,0.038,1.4,11.6841033830144,0.025,8.1,16.2,1.422,1.3,100,"Excellent"
"6550","Ireland","Corrib, Corrib Upper","Lake",2008-02-03,0.0339,1.4,4.76163,0.025,8.12,7.59,0.406,1.3,100,"Excellent"
"6551","Ireland","Corrib, Corrib Upper","Lake",2008-02-04,0.035,1.4,11.6841033830144,0.025,8.2,6.1,0.3,1.3,100,"Excellent"
"6552","Ireland","Corrib, Corrib Upper","Lake",2008-02-07,0.038,1.4,4.9725,0.025,8.4,8.9,0.4,1.3,100,"Excellent"
"6553","Ireland","Corrib, Corrib Upper","Lake",2008-02-08,0.038,1.4,5.0519999997,0.025,8.366666667,8.433333333,0.5,1.3,100,"Excellent"
"6554","Ireland","Corrib, Corrib Upper","Lake",2008-02-09,0.038,1.4,6.1788750003,0.025,8.291666667,15.85833333,1.422,1.3,100,"Excellent"
"6555","Ireland","Corrib, Corrib Upper","Lake",2008-02-10,0.038,1.4,5.976,0.025,8.3,16.1,1.422,1.3,100,"Excellent"
"6556","Ireland","Corrib, Corrib Upper","Lake",2008-02-11,0.038,1.4,4.9995,0.025,8.146153846,6.853846154,0.590909091,1.3,100,"Excellent"
"6557","Ireland","Corrib, Corrib Upper","Lake",2009-02-02,0.038,1.4,5.2575000003,0.025,8.2,7.566666667,1.422,1.3,100,"Excellent"
"6558","Ireland","Corrib, Corrib Upper","Lake",2009-02-03,0.038,1.4,5.2227,0.025,8.1,7.36,1.422,1.3,100,"Excellent"
"6559","Ireland","Corrib, Corrib Upper","Lake",2009-02-05,0.038,1.4,11.6841033830144,0.025,8.3,13.96666667,1.422,1.3,100,"Excellent"
"6560","Ireland","Corrib, Corrib Upper","Lake",2009-02-07,0.038,1.4,11.6841033830144,0.025,8.222222222,14.24444444,1.422,1.3,100,"Excellent"
"6561","Ireland","Corrib, Corrib Upper","Lake",2009-02-10,0.038,1.4,4.9275,0.025,8.2,4.35,1.422,1.3,100,"Excellent"
"6562","Ireland","Corrib, Corrib Upper","Lake",2009-02-10,0.038,1.4,5.2128,0.025,8.32,15.66,1.422,1.3,100,"Excellent"
"6563","Ireland","Corrib, Corrib Upper","Lake",2009-02-11,0.038,1.4,11.6841033830144,0.025,8.136363636,5.209090909,0.414285714,1.3,100,"Excellent"
"6564","Ireland","Corrib, Corrib Upper","Lake",2009-02-11,0.038,1.4,11.6841033830144,0.025,8.2125,15.0375,1.422,1.3,100,"Excellent"
"6565","Ireland","Corrib, Corrib Upper","Lake",2010-02-06,0.038,1.4,4.79925,0.025,8.225,13.7,1.422,1.3,100,"Excellent"
"6566","Ireland","Corrib, Corrib Upper","Lake",2010-02-07,0.038,1.4,4.9528125,0.025,8.1625,4.875,0.4,1.3,100,"Excellent"
"6567","Ireland","Corrib, Corrib Upper","Lake",2010-02-09,0.038,1.4,11.6841033830144,0.025,8.125,4.375,1.422,1.3,100,"Excellent"
"6568","Ireland","Corrib, Corrib Upper","Lake",2010-02-09,0.038,1.4,11.6841033830144,0.025,8.1375,10.3875,0.4,1.3,100,"Excellent"
"6569","Ireland","Corrib, Corrib Upper","Lake",2010-02-10,0.038,1.4,4.5984375,0.025,8.0625,4.1125,1.422,1.3,100,"Excellent"
"6570","Ireland","Corrib, Corrib Upper","Lake",2010-02-11,0.038,1.4,11.6841033830144,0.025,8.2625,12.65,1.422,1.3,100,"Excellent"
"6571","Ireland","Corrib, Corrib Upper","Lake",2011-02-07,0.038,1.4,5.0889375,0.025,8.15,11.325,0.425,1.3,100,"Excellent"
"6572","Ireland","Corrib, Corrib Upper","Lake",2012-02-07,0.03,1.4,11.6841033830144,0.025,8.2625,15.2625,1.422,1.3,100,"Excellent"
"6573","Ireland","Corrib, Corrib Upper","Lake",2012-02-08,0.03,1.4,6.0474375,0.025,8.2625,17.8875,1.422,1.3,100,"Excellent"
"6574","Ireland","Corrib, Corrib Upper","Lake",2012-02-11,0.038,1.4,11.6841033830144,0.025,8.2625,9.9875,0.4,1.3,100,"Excellent"
"6575","Ireland","Corrib, Corrib Upper","Lake",2012-02-12,0.038,1.4,11.6841033830144,0.025,8.075,5.6125,0.5,1.3,100,"Excellent"
"6576","Ireland","Corrib, Corrib Upper","Lake",2013-02-03,0.038,1.4,11.6841033830144,0.021,8.175,16.65,1.422,1.3,100,"Excellent"
"6577","Ireland","Corrib, Corrib Upper","Lake",2013-02-03,0.038,1.4,11.6841033830144,0.025,8.15,8.625,0.26,1.3,100,"Excellent"
"6578","Ireland","Corrib, Corrib Upper","Lake",2013-02-06,0.038,1.4,11.6841033830144,0.025,8.075,5.575,0.5,1.3,100,"Excellent"
"6579","Ireland","Corrib, Corrib Upper","Lake",2013-02-08,0.038,1.4,4.9313571426,0.025,8.071428571,7.728571429,0.5,1.3,100,"Excellent"
"6580","Ireland","Corrib, Corrib Upper","Lake",2013-02-08,0.038,1.4,11.6841033830144,0.025,7.8,11.15,1.422,1.3,100,"Excellent"
"6581","Ireland","Corrib, Corrib Upper","Lake",2013-02-11,0.038,1.4,5.119875,0.025,8.175,6.175,0.4,1.3,100,"Excellent"
"6582","Ireland","Corrib, Corrib Upper","Lake",2014-02-04,0.038,1.4,11.6841033830144,0.025,8.325,16.55,0.218,1.3,100,"Excellent"
"6583","Ireland","Corrib, Corrib Upper","Lake",2014-02-11,0.038,1.4,11.6841033830144,0.025,8.175,5.15,0.39125,1.3,100,"Excellent"
"6584","Ireland","Corrib, Corrib Upper","Lake",2014-02-11,0.038,1.4,11.6841033830144,0.025,8.0625,7.275,0.4775,1.3,100,"Excellent"
"6585","Ireland","Corrib, Corrib Upper","Lake",2014-02-11,0.038,1.4,11.6841033830144,0.025,8.075,6.875,0.29625,1.3,100,"Excellent"
"6586","Ireland","Corrib, Corrib Upper","Lake",2015-02-03,0.038,1.4,11.6841033830144,0.025,8.275,12.675,0.39625,1.3,100,"Excellent"
"6587","Ireland","Corrib, Corrib Upper","Lake",2015-02-06,0.025,1.4,4.7385,0.025,8.05,14.05,0.238,1.3,100,"Excellent"
"6588","Ireland","Corrib, Corrib Upper","Lake",2015-02-08,0.038,1.4,4.6389375,0.016333333,7.875,8.7875,0.315,1.3,100,"Excellent"
"6589","Ireland","Corrib, Corrib Upper","Lake",2015-02-11,0.038,1.4,5.10075,0.025,8.025,4.95,0.615,1.3,100,"Excellent"
"6590","Ireland","Corrib, Corrib Upper","Lake",2016-02-01,0.038,1.4,5.1435,0.025,8.1375,16.4375,0.258571429,0.258571429,100,"Excellent"
"6591","Ireland","Corrib, Corrib Upper","Lake",2016-02-02,0.02,1.4,4.633875,0.025,8.125,11.7875,0.222,0.225,100,"Excellent"
"6592","Ireland","Corrib, Corrib Upper","Lake",2016-02-03,0.038,1.4,11.6841033830144,0.025,7.975,6.4375,1.422,1.3,100,"Excellent"
"6593","Ireland","Corrib, Corrib Upper","Lake",2016-02-04,0.038,1.4,6.03225,0.025,8.0375,8.625,0.355714286,0.354285714,100,"Excellent"
"6594","Ireland","Corrib, Corrib Upper","Lake",2016-02-04,0.038,1.4,11.6841033830144,0.025,8.1,10.2,1.422,1.3,100,"Excellent"
"6595","Ireland","Corrib, Corrib Upper","Lake",2016-02-05,0.038,1.4,4.9905,0.025,8.2,11.5,0.22,0.22,100,"Excellent"
"6596","Ireland","Corrib, Corrib Upper","Lake",2016-02-06,0.038,1.4,4.975875,0.025,8.3,17.975,0.22,0.22,100,"Excellent"
"6597","Ireland","Corrib, Corrib Upper","Lake",2016-02-07,0.0205,1.4,11.6841033830144,0.025,8.057142857,9.685714286,0.315,0.315,100,"Excellent"
"6598","Ireland","Corrib, Corrib Upper","Lake",2016-02-12,0.02,1.4,11.6841033830144,0.013,7.8375,6,0.337142857,0.337142857,100,"Excellent"
"6599","Ireland","Corrib, Corrib Upper","Lake",2017-02-03,0.024,1.4,5.1035625,0.025,8.2625,12.0625,0.28875,0.28875,100,"Excellent"
"6600","Ireland","Corrib, Corrib Upper","Lake",2017-02-06,0.021,1.4,4.888125,0.025,8.325,15.425,0.21,0.21,100,"Excellent"
"6601","Ireland","Corrib, Corrib Upper","Lake",2017-02-06,0.028,1.4,11.6841033830144,0.025,8.225,16.65,0.245,0.245,100,"Excellent"
"6602","Ireland","Corrib, Corrib Upper","Lake",2017-02-09,0.056,1.4,11.6841033830144,0.025,8.15,8.3875,0.32,0.32,100,"Excellent"
"6603","Ireland","Corrib, Corrib Upper","Lake",2017-02-09,0.038,1.4,4.7514375,0.025,8.2875,16.65,0.2,0.2,100,"Excellent"
"6604","Ireland","Corrib, Corrib Upper","Lake",2017-02-11,0.038,1.4,4.7131875,0.025,8.0125,12.8875,1.422,1.3,100,"Excellent"
"6605","Ireland","Corrib, Corrib Upper","Lake",2017-02-12,0.038,1.4,11.6841033830144,0.025,8.25,10.3875,0.315,0.315,100,"Excellent"
"6606","Ireland","Corrib, Corrib Upper","Lake",2017-02-12,0.038,1.4,5.1519375,0.025,8.3375,17.9,1.422,1.3,100,"Excellent"
"6607","Ireland","Corrib, Corrib Upper","Lake",2018-02-02,0.038,1.4,4.9651875,0.025,8.175,13.6375,1.422,1.3,100,"Excellent"
"6608","Ireland","Corrib, Corrib Upper","Lake",2018-02-03,0.03,1.4,11.6841033830144,0.025,8.05,7.9875,0.322857143,0.32,100,"Excellent"
"6609","Ireland","Corrib, Corrib Upper","Lake",2018-02-04,0.03,1.4,5.11425,0.025,8.1875,6.225,0.35125,0.35125,100,"Excellent"
"6610","Ireland","Corrib, Corrib Upper","Lake",2018-02-05,0.02725,1.4,5.2419375,0.025,8.3875,19.3,0.208,0.208,100,"Excellent"
"6611","Ireland","Corrib, Corrib Upper","Lake",2018-02-06,0.038,1.4,4.8380625,0.025,7.975,3.6,0.31,0.31,100,"Excellent"
"6612","Ireland","Corrib, Corrib Upper","Lake",2018-02-08,0.029,1.4,5.0743125,0.025,8.2375,12.125,0.3,0.3,100,"Excellent"
"6613","Ireland","Corrib, Corrib Upper","Lake",2018-02-10,0.033,1.4,5.045625,0.025,8.2625,15.8,1.422,1.3,100,"Excellent"
"6614","Ireland","Corrib, Corrib Upper","Lake",2019-02-02,0.02,1.4,4.9179375,0.025,8.225,14.5125,0.233333333,0.233333333,100,"Excellent"
"6615","Ireland","Corrib, Corrib Upper","Lake",2019-02-03,0.021,1.4,11.6841033830144,0.025,8.4375,16.425,0.29,0.29,100,"Excellent"
"6616","Ireland","Corrib, Corrib Upper","Lake",2019-02-04,0.038,1.4,11.6841033830144,0.025,8.1625,7.3625,0.31,0.31,100,"Excellent"
"6617","Ireland","Corrib, Corrib Upper","Lake",2019-02-07,0.020333333,1.4,4.97025,0.01,8.3125,18.4125,0.258571429,0.257142857,100,"Excellent"
"6618","Ireland","Corrib, Corrib Upper","Lake",2019-02-08,0.02375,1.4,5.1148125,0.025,8.2,11.5625,0.35875,0.35875,100,"Excellent"
"6619","Ireland","Corrib, Corrib Upper","Lake",2019-02-11,0.037,1.4,4.99725,0.025,8.2875,14.4375,0.41875,0.41625,100,"Excellent"
"6620","Ireland","Corrib, Corrib Upper","Lake",2019-02-11,0.038,1.4,4.88025,0.025,8.2625,15.5625,0.236,0.234,100,"Excellent"
"6621","Ireland","Corrib, Corrib Upper","Lake",2019-02-12,0.038,1.4,4.9449375,0.025,8.15,7.0125,0.38875,0.38375,100,"Excellent"
"6622","Ireland","Corrib, Corrib Upper","Lake",2020-02-01,0.038,1.4,11.6841033830144,0.025,8.2375,16.525,0.24,0.235,100,"Excellent"
"6623","Ireland","Corrib, Corrib Upper","Lake",2020-02-03,0.038,1.4,4.78125,0.025,8.1625,9.8625,0.251428571,0.25,100,"Excellent"
"6624","Ireland","Corrib, Corrib Upper","Lake",2020-02-03,0.038,1.4,4.8290625,0.025,8.1375,8.8,0.324285714,0.317142857,100,"Excellent"
"6625","Ireland","Corrib, Corrib Upper","Lake",2020-02-07,0.038,1.4,11.6841033830144,0.025,8.2,10.35,0.315,0.315,100,"Excellent"
"6626","Ireland","Corrib, Corrib Upper","Lake",2020-02-08,0.038,1.4,11.6841033830144,0.025,8.3125,15.1625,0.23,0.226,100,"Excellent"
"6627","Ireland","Corrib, Corrib Upper","Lake",2020-02-08,0.038,1.4,11.6841033830144,0.025,8.2375,16.6625,1.422,1.3,100,"Excellent"
"6628","Ireland","Corrib, Corrib Upper","Lake",2020-02-09,0.76,1.4,4.9853571426,0.025,8.157142857,6.614285714,0.378333333,0.378333333,92.7854682688499,"Good"
"6629","Ireland","Corrib, Corrib Upper","Lake",2020-02-09,0.038,1.4,11.6841033830144,0.025,8.1,7,0.42,0.42,100,"Excellent"
"6630","Ireland","Corrib, Corrib Upper","Lake",2021-02-02,0.038,1.4,5.0225625,0.025,8.05,7.3,0.35125,0.34875,100,"Excellent"
"6631","Ireland","Corrib, Corrib Upper","Lake",2021-02-02,0.038,1.4,11.6841033830144,0.025,8.175,6.0125,0.291428571,0.291428571,100,"Excellent"
"6632","Ireland","Corrib, Corrib Upper","Lake",2021-02-08,0.02,1.4,4.6794375,0.010333333,8.0625,6.2,0.5325,0.5275,100,"Excellent"
"6633","Ireland","Corrib, Corrib Upper","Lake",2021-02-10,0.038,1.4,4.8234375,0.025,8.1875,11.6625,0.2625,0.2575,100,"Excellent"
"6634","Ireland","Corrib, Corrib Upper","Lake",2021-02-12,0.022,1.4,4.977,0.025,8.3625,12.7625,1.422,1.3,100,"Excellent"
"6635","Ireland","Corrib, Corrib Upper","Lake",2022-02-01,0.038,1.4,11.6841033830144,0.025,8.15,15.6875,0.33375,0.33125,100,"Excellent"
"6636","Ireland","Corrib, Corrib Upper","Lake",2022-02-05,0.038,1.4,4.9719375,0.025,8.1875,12.8375,0.34625,0.345,100,"Excellent"
"6637","Ireland","Corrib, Corrib Upper","Lake",2022-02-06,0.02,1.4,11.6841033830144,0.025,7.9625,8.5875,0.35,0.34,100,"Excellent"
"6638","Ireland","Corrib, Corrib Upper","Lake",2022-02-09,0.038,1.4,4.92975,0.025,8.2,8.2,0.38125,0.38125,100,"Excellent"
"6639","Ireland","Corrib, Corrib Upper","Lake",2022-02-09,0.038,1.4,11.6841033830144,0.025,8.2,7.2875,0.335,0.33375,100,"Excellent"
"6640","Ireland","Corrib, Corrib Upper","Lake",2022-02-09,0.021833333,1.4,11.6841033830144,0.01,8.2125,11.625,0.215,0.215,100,"Excellent"
"6641","Ireland","Corrib, Corrib Upper","Lake",2022-02-11,0.038,1.4,4.714875,0.025,8.1625,7.625,0.365,0.365,100,"Excellent"
"6642","Ireland","Corrib, Corrib Upper","Lake",2022-02-11,0.0228,1.4,11.6841033830144,0.025,8,12.2625,1.422,1.3,100,"Excellent"
"6643","Ireland","Corrib, Corrib Upper","Lake",2023-02-01,0.038,1.4,4.8155625,0.025,8.3,17.775,0.235,1.3,100,"Excellent"
"6644","Ireland","Corrib, Corrib Upper","Lake",2023-02-03,0.038,1.4,11.6841033830144,0.025,8.125,9.2625,0.44375,1.3,100,"Excellent"
"6645","Ireland","Corrib, Corrib Upper","Lake",2023-02-03,0.026,1.4,11.6841033830144,0.025,8.314285714,17.6,0.27,1.3,100,"Excellent"
"6646","Ireland","Corrib, Lettercraffroe","Lake",2013-02-13,0.038,1.4,11.6841033830144,0.025,6.05,6.35,1.422,1.3,100,"Excellent"
"6647","Ireland","Corrib, Lettercraffroe","Lake",2021-02-13,0.027,1.4,5.18625,0.025,6.35,8.05,1.422,1.3,100,"Excellent"
"6648","Ireland","Corrib, Lettercraffroe","Lake",2008-02-13,0.012,1.4,5.10075,0.025,5.55,15.15,1.422,1.3,100,"Excellent"
"6649","Ireland","Corrib, Lettercraffroe","Lake",2007-02-13,0.038,1.4,4.73625,0.025,6.05,17.85,1.422,1.3,100,"Excellent"
"6650","Ireland","Corrib, Lettercraffroe","Lake",2018-02-13,0.023,1.4,11.6841033830144,0.025,6.45,17.8,1.422,1.3,100,"Excellent"
"6651","Ireland","Corrib, Lettercraffroe","Lake",2022-02-13,0.0255,1.4,5.067,0.0125,6.15,11.7,1.422,1.3,100,"Excellent"
"6652","Ireland","Corrib, Lettercraffroe","Lake",2013-02-13,0.038,1.4,11.6841033830144,0.025,6.3,7.75,1.422,1.3,100,"Excellent"
"6653","Ireland","Corrib, Lettercraffroe","Lake",2007-02-13,0.038,1.4,4.9725,0.025,7.8,11.15,1.422,1.3,100,"Excellent"
"6654","Ireland","Corrib, Lettercraffroe","Lake",2019-02-14,0.038,1.4,5.17275,0.025,5.6,7.05,1.422,1.3,100,"Excellent"
"6655","Ireland","Corrib, Lettercraffroe","Lake",2010-02-14,0.038,1.4,11.6841033830144,0.025,6.15,12.35,1.422,1.3,100,"Excellent"
"6656","Ireland","Corrib, Lettercraffroe","Lake",2010-02-14,0.038,1.4,11.6841033830144,0.025,6.8,16.7,1.422,1.3,100,"Excellent"
"6657","Ireland","Corrib, Lettercraffroe","Lake",2023-02-14,0.038,1.4,4.887,0.025,5.8,16.8,1.422,1.3,100,"Excellent"
"6658","Ireland","Corrib, Lettercraffroe","Lake",2007-02-15,0.038,1.4,4.9725,0.025,6,11.15,1.422,1.3,100,"Excellent"
"6659","Ireland","Corrib, Lettercraffroe","Lake",2010-02-15,0.038,1.4,5.2155,0.025,6.6,18.75,1.422,1.3,100,"Excellent"
"6660","Ireland","Corrib, Lettercraffroe","Lake",2020-02-15,0.038,1.4,11.6841033830144,0.025,5.35,14.3,1.422,1.3,100,"Excellent"
"6661","Ireland","Corrib, Lettercraffroe","Lake",2007-02-15,0.038,1.4,5.0355,0.025,6.05,9.75,1.422,1.3,100,"Excellent"
"6662","Ireland","Corrib, Lettercraffroe","Lake",2013-02-16,0.038,1.4,4.662,0.025,6.2,5.6,1.422,1.3,100,"Excellent"
"6663","Ireland","Corrib, Lettercraffroe","Lake",2022-02-16,0.052,1.4,4.81995,0.014,6.9,18.15,1.422,1.3,100,"Excellent"
"6664","Ireland","Corrib, Lettercraffroe","Lake",2023-02-17,0.038,1.4,4.96575,0.025,6.05,11.25,1.422,1.3,100,"Excellent"
"6665","Ireland","Corrib, Lettercraffroe","Lake",2007-02-17,0.038,1.4,11.6841033830144,0.025,6.05,14.35,1.422,1.3,100,"Excellent"
"6666","Ireland","Corrib, Lettercraffroe","Lake",2008-02-17,0.006,1.4,11.6841033830144,0.025,5.4,10.35,1.422,1.3,100,"Excellent"
"6667","Ireland","Corrib, Lettercraffroe","Lake",2008-02-18,0.02,1.4,5.13,0.025,5.6,8.2,1.422,1.3,100,"Excellent"
"6668","Ireland","Corrib, Lettercraffroe","Lake",2013-02-18,0.038,1.4,4.80825,0.025,6.2,20.55,1.422,1.3,100,"Excellent"
"6669","Ireland","Corrib, Lettercraffroe","Lake",2010-02-18,0.038,1.4,11.6841033830144,0.025,6.55,16.6,1.422,1.3,100,"Excellent"
"6670","Ireland","Corrib, Lettercraffroe","Lake",2016-02-19,0.038,1.4,4.788,0.025,5.25,5.3,1.422,1.3,100,"Excellent"
"6671","Ireland","Corrib, Lettercraffroe","Lake",2012-02-19,0.038,1.4,4.77225,0.025,5.7,8.75,1.422,1.3,100,"Excellent"
"6672","Ireland","Corrib, Lettercraffroe","Lake",2009-02-19,0.038,1.4,4.98375,0.025,6.2,11.9,1.422,1.3,100,"Excellent"
"6673","Ireland","Corrib, Lettercraffroe","Lake",2016-02-19,0.038,1.4,4.806,0.025,6.05,10.3,1.422,1.3,100,"Excellent"
"6674","Ireland","Corrib, Lettercraffroe","Lake",2007-02-19,0.038,1.4,4.9725,0.025,7.8,11.15,1.422,1.3,100,"Excellent"
"6675","Ireland","Corrib, Lettercraffroe","Lake",2022-02-20,0.038,1.4,4.69125,0.025,5.85,6.7,1.422,1.3,100,"Excellent"
"6676","Ireland","Corrib, Lettercraffroe","Lake",2019-02-20,0.038,1.4,11.6841033830144,0.01,5.9,8,1.422,1.3,100,"Excellent"
"6677","Ireland","Corrib, Lettercraffroe","Lake",2013-02-20,0.038,1.4,11.6841033830144,0.025,6.15,16.7,0.4,1.3,100,"Excellent"
"6678","Ireland","Corrib, Lettercraffroe","Lake",2010-02-21,0.038,1.4,11.6841033830144,0.025,6.05,5.4,1.422,1.3,100,"Excellent"
"6679","Ireland","Corrib, Lettercraffroe","Lake",2022-02-21,0.023,1.4,4.8195,0.025,8.15,11.75,1.422,1.3,100,"Excellent"
